title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
The Closer;2005;TV-14;7 Seasons;['Crime', 'Drama', 'Kids & Family'];December 16, 2019;7.6/10;Deputy Police Chief Brenda Leigh Johnson, a police detective who transfers from Atlanta to Los Angeles, heads up a special unit of the LAPD that handles sensitive, high-profile murder cases. Johnson's quirky personality and hard-nosed approach often rubs her colleagues the wrong way, but her reputation as one of the world's best interrogators eventually wins over even her toughest critics.
The Final Destination;2009;R;82 min;['Horror'];December 16, 2019;;While enjoying a day at the track, Nick O'Bannon has a horrific premonition of his friends and him all dying in a freak accident involving many racecars. Mere seconds before the vision comes true, he manages to convince them to leave. Although they cheat death then, the survivors each begin to meet a grisly end, and Nick tries to figure a way to escape a similar fate.
The O.C.;2004;TV-PG;4 Seasons;['Comedy', 'Drama', 'Kids & Family'];December 16, 2019;7.6/10;This soap opera mines the intertwined lives of the Cohen, Cooper and Nichol families for drama, with a contemporary music soundtrack adding to the proceedings. Ryan, a teenager from the wrong side of the Chino tracks, finds himself in well-to-do Newport Beach, an enclave of Southern California's Orange County. Taken in by a lawyer and his family, Ryan winds up in the midst of snarky, wealthy high schoolers and their sun-drenched angst.
Watchmen;2009;R;162 min;['Action', 'Crime'];December 16, 2019;7.7/10;When one of his former colleagues is murdered, the outlawed but no less determined masked vigilante Rorschach sets out to uncover a plot to kill and discredit all past and present superheroes. As he reconnects with his former crime-fighting legion, a disbanded group of retired superheroes, Rorschach glimpses a wide-ranging and disturbing conspiracy with links to their shared past and catastrophic consequences for the future. Their mission is to watch over humanity.
Hellboy;2019;R;121 min;['Action', 'Fantasy & Sci-Fi'];December 15, 2019;;It’s the end of the world as we know it…unless Hellboy can save the day. Based on the popular Dark Horse Comics, this gritty, down-and-dirty reboot of the “Hellboy” series stars David Harbour as the legendary half-demon who finds himself in a battle to save the world from a vengeful sorceress. A “horrifyingly good time” (The Wrap).
En tu piel (7:20 Once a Week);2019;TV-MA;76 min;['Movies'];December 14, 2019;;"Two strangers who are both married meet by chance and spend an intense night together. They decide to meet once a week for sex but soon find their relationship blossoming into something deeper. Eva Arias and Josue Guerrero star in this drama. Directed by Matias Bize; written by Julio Rojas."
Entre Nos: About Last Night;2019;TV-MA;28 min;['Comedy', 'Latino'];December 14, 2019;;Comedians Marlena Rodriguez and Kim Congdon perform in front of a live audience in this edition of HBO Latino's Entre Nos stand-up specials. Playful and fast-paced, the show features a lot of commentary on dating and hooking up, from the perspective of some of the funniest working comics today who, yes, also happen to be Latina!
Mel Brooks: Unwrapped;2019;TV-14;69 min;['Comedy', 'Documentaries'];December 14, 2019;;This delightful special features award-winning actor, writer, producer and director Mel Brooks in interviews past and present with Alan Yentob, former creative director for the BBC. Combining archival material with present-day interviews and verite footage of Brooks, the show is filled with the venerated comedian's hilarious anecdotes about his life and illustrious career.
Moonlight Sonata: Deafness in Three Movements;2019;TV-PG;89 min;['Documentaries'];December 12, 2019;7.1/10;Eleven-year-old Jonas, who has a cochlear implant, is struggling to learn the first movement of Beethoven’s “Moonlight Sonata” – which the composer wrote as he was losing his hearing. Jonas’ grandparents have been deaf for most of their lives. This film tells an intergenerational tale of deafness and a personal portrait of three lives, and the discoveries that lie beyond loss.
Dan Soder: Son of a Gary;2019;TV-MA;62 min;['Comedy'];December 8, 2019;;"Comedian and actor Dan Soder (""Billions,"" ""The Standups"") brings his honest and hilarious humor in his first HBO comedy special. Taped at The Bowery Ballroom in NYC, this special features topics, including: drug dogs at the airport, the customer service generation, fake fights in the shower, and what it’s like to have an alcoholic dad, but a fun one."
The Mustang;2019;R;96 min;['Drama'];December 7, 2019;6.9/10;"An angry, violent prisoner's life begins to change after he participates in a rehabilitation program to train wild mustangs. This powerful drama inspired by true events stars Matthias Schoenaerts, Jason Mitchell, Gideon Adlon, with Connie Britton and Bruce Dern. Directed by Laure de Clermont-Tonnerre; screenplay by Laure de Clermont-Tonnerre, Mona Fastvold, Brock Norman Brock."
Yuli;2019;TV-MA;111 min;['Movies'];December 7, 2019;;"Cuban dance legend Carlos Acosta – called “Yuli” by his father – stars in this autobiographical film that details his life in Cuba on a dance path that would take him all the way to London’s Royal Ballet. “Crafted with passion, integrity and determination, much like Acosta himself” (""Little White Lies"")."
24/7: Kelly Slater;2019;TV-PG;54 min;['Movies'];December 4, 2019;;"He is the most famous and prolific surfer of all time and an 11-time world champion. This installment in the ""24/7"" franchise follows big wave legend Kelly Slater in the weeks leading up to the Billabong Pipe Masters in Oahu, Hawaii – the last leg in the World Surf League's (WSL) Championship Tour – while he reflects on his storied career in the WSL and looks at the path ahead."
Mel Brooks and Dick Cavett Together Again;2011;TV-14;56 min;['Comedy'];December 4, 2019;;For four decades, comedy legend Mel Brooks and talk-show pioneer Dick Cavett have delighted the world with their scintillating conversation and side-splitting humor. Now, the pair partner on stage to reminisce about life and to share show-business memories and comical stories in this riotous show taped at the Saban Theatre in Los Angeles.
A Cool, Dry Place;1998;PG-13;99 min;['Movies'];December 1, 2019;6.3/10;A year and a half after being left by his wife, young lawyer Russell Durrell finds himself finally adjusting to life as a single working parent in a small Kansas town. When his ex suddenly reappears at the same time that he is offered a job in Dallas, Russell faces a difficult dilemma that will change his life forever in this drama.
A Fish Called Wanda;1988;R;108 min;['Movies'];December 1, 2019;7.6/10;You'll fall hook, line and sinker for this 'zany, sexy, witty romp with a superb cast' ('Newsday'). Jamie Lee Curtis is Wanda, a buxom American beauty who gets involved in a London jewel heist. When the gang's leader is arrested, Wanda tries to find the hidden loot by seducing his uptight lawyer! Kevin Kline won a 1988 Best Supporting Actor Oscar(R) for his performance.
A Kiss Before Dying;1991;R;93 min;['Movies'];December 1, 2019;5.8/10;An ambitious youth bent on success begins dating the twin sister of a college girlfriend who committed suicide in this gripping remake of the 1956 classic. Jonathan (Matt Dillon) and Ellen (Sean Young) fall deeply in love, but while he settles into a nice job working for her tycoon-father, Ellen becomes increasingly convinced her sister's death may have been foul play.
A Room With a View;1986;TV-MA;117 min;['Movies'];December 1, 2019;7.3/10;"A sheltered young English girl awakens to the world of love and passion in this charming romantic comedy from Merchant-Ivory and based on the E.M. Forster novel. Helena Bonham-Carter plays the deceptively proper Lucy Honeychurch; Julian Sands plays her handsome but highly unsuitable suitor. Also with Maggie Smith, Denholm Elliott, Judi Dench, Simon Callow and Daniel Day-Lewis."
American Son;2009;R;85 min;['Movies'];December 1, 2019;;On leave for Thanksgiving, a young Marine returns home where he addresses various relationships in his life – including a new girlfriend – before he deploys to Iraq. Nick Cannon, Melonie Diaz, Matt O’Leary, Tom Sizemore, April Grace with Jay Hernandez and Chi McBride. A “meticulously crafted…excellently performed character piece” (Cinema Signals).
American Woman;2019;TV-MA;112 min;['Movies'];December 1, 2019;6.7/10;Sienna Miller is “electrifying” (Reel Film Reviews) in this drama that follows the troubled life and relationships of a single mother raising her grandson in the wake of her teenage daughter’s disappearance. A wrenching, compelling film from the son of legendary filmmaker Ridley Scott. Co-starring Christina Hendricks and Aaron Paul.
Bowling for Columbine;2002;R;120 min;['Movies'];December 1, 2019;8.0/10;Michael Moore's provocative Oscar(R)-winner for Best Documentary focuses on the 1999 Columbine High School massacre to examine America's violent gun culture.
Bridesmaids;2011;R;125 min;['Movies'];December 1, 2019;7.0/10;Maid of Dishonor is more like it for hapless Kristen Wiig as she leads soon-to-be-wed best friend Maya Rudolph on a comically disastrous path to the altar in this hit comedy. Strapped financially and emotionally, Annie (Wiig) is fiercely protective of her 'maid' duties – which leads to big trouble when a picture-perfect fellow bridesmaid tries to steal her thunder.
Bridge to Terabithia;2007;PG;96 min;['Movies'];December 1, 2019;7.1/10;A preteen misfit finds a kindred spirit in a new girl at school and they escape into an imaginary world filled with fantastical creatures they create. Josh Hutcherson, AnnaSophia Robb, Robert Patrick and Zooey Deschanel star in this heartwarming family film about friendship and the power of imagination.
Buena Vista Social Club;1999;TV-G;105 min;['Movies'];December 1, 2019;7.7/10;Director Wim Wenders teams up with guitarist Ry Cooder for this joyous documentary celebrating the forgotten generation of Cuba's foremost musicians and singers, featuring fascinating interviews and electrifying live performances. With Ibrahim Ferrer, Ruben Gonzalez, Eliades Ochoa, Omara Portuondo, Compay Segundo.
Can You Keep a Secret?;2019;TV-MA;95 min;['Movies'];December 1, 2019;5.2/10;Confiding your deepest secrets to the stranger next to you on a foundering flight is fine…unless the plane doesn’t go down and the stranger turns out to be your CEO. For Emma Corrigan (Alexandra Daddario), the embarrassing experience turns into an unlikely romance. But can love survive when secrets are at the heart of their relationship? Tyler Hoechlin co-stars.
Caveman;1981;PG;92 min;['Movies'];December 1, 2019;5.6/10;"A 98-pound prehistoric weakling lusts for a voluptuous cavegirl in this playful romp. Ringo Starr plays the Neolithic nerd who leads his tribe in man's first jam session – when he's not out chasing curvaceous Barbara Bach. With Dennis Quaid, Shelley Long, John Matuszak, Avery Schreiber and Jack Gilford. Directed by Carl Gottlieb; written by Rudy DeLuca and Carl Gottlieb."
Death Becomes Her;1992;PG-13;103 min;['Movies'];December 1, 2019;6.4/10;Aging beauties Meryl Streep and Goldie Hawn wage war for the affections of Bruce Willis in this hilarious dark comedy. Looks-obsessed Madeline made off with her pal's plastic surgeon fiance years ago, though Helen plans to win him back – thanks to a potion for eternal youth. But Helen's supernatural scheme takes a comic turn when Madeline also sips the mystic tonic!
Enemy of the State;1998;R;132 min;['Movies'];December 1, 2019;7.4/10;Hotshot Washington, D.C. lawyer Robert Dean learns the hard way that it's not paranoia if they're really after you. When he is given a video tying a National Security Agency official to a murder, Dean goes on the run and meets up with a mysterious surveillance expert who helps him turn the tables on corrupt NSA agents who are waging a ruthless campaign to destroy Dean's life.
Esta es tu Cuba (This is Your Cuba);2019;TV-14;20 min;['Drama', 'Latino', 'Shorts'];December 1, 2019;;"A young boy in 1960s Cuba is thrust into adulthood as revolution tears his country apart. Mauricio Alemany and Amber Rivera star in this short film. Directed by Brian Robau; written by Daniel Klein."
Get Carter;2000;R;103 min;['Movies'];December 1, 2019;5.2/10;You don't get Carter...Carter gets you. This highly amplified remake of the 1971 cult classic stars Sylvester Stallone as Jack Carter, a venomous 'financial adjuster' who is forced to bust a few heads in order to uncover the truth about his brother's mysterious death.
Glee: The 3D Concert Movie;2011;PG;84 min;['Movies'];December 1, 2019;5.7/10;'Gleeks' will love this 'bouncy...feel-good' ('The Hollywood Reporter') musical documentary that follows the cast of the smash hit TV show 'Glee' on their live summer tour. Blending concert footage, interviews, fan testimonials and behind-the-scenes segments, the movie features songs performed by Lea Michele, Amber Riley, Cory Monteith, Heather Morris and others.
Gone Fishin';1997;PG;94 min;['Movies'];December 1, 2019;4.9/10;"What's supposed to be a relaxing fishing vacation for a pair of bungling buddies turns into a series of comical calamities, as they get mixed up with a con man and stolen loot in the Florida Everglades. Joe Pesci and Danny Glover star in this fun farce. Co-starring Rosanna Arquette and Lynn Whitfield. Directed by Christopher Cain; written by Jill Mazursky Cody & Jeffrey Abrams."
Hanna;2011;PG-13;111 min;['Action'];December 1, 2019;7.0/10;Raised in the wilderness by her father...trained to be a deadly fighting machine...waiting to enact the ultimate plan of revenge. For 16-year-old Hanna (Saoirse Ronan), that day has come. As she and her ex-CIA agent dad (Eric Bana) kick their plan into gear, Hanna gets her first taste of the outside world...even as she races toward a confrontation with a sinister secret agent.
Hero;2004;PG-13;99 min;['Action', 'International', 'Kids & Family'];December 1, 2019;;A 'nameless' warrior defeats three of his country's most fearsome assassins at the dawn of the first Chinese empire in this 'visually dazzling' (Leonard Maltin's Movie Guide) action tale. Jet Li stars as the man with no name whose account of the victories prompts the devious King to spin his own version of events.
Idiocracy;2006;R;84 min;['Movies'];December 1, 2019;6.7/10;Five hundred years in the future, the dumbing-down of America reaches epic levels. When 'average' Joe and Rita, human guinea pigs in an Army experiment, are frozen and accidentally abandoned, they thaw out in a world of fools. While smart people have hesitated to reproduce, the dumbest citizens have bred like crazy, resulting in a society in which Joe and Rita are geniuses!
Jaws;1975;PG;124 min;['Movies'];December 1, 2019;8.1/10;It was the film that changed the way people felt about swimming in the ocean! In one of the most popular films of all time, a man-eating Great White shark terrorizes a peaceful resort community. It's up to police chief Roy Scheider, shark expert Richard Dreyfuss and salty fisherman Robert Shaw to end the shocking attacks.
Jaws 2;1978;PG;116 min;['Movies'];December 1, 2019;5.7/10;Just when you thought it was safe to go back in the water! The massive Great White shark returns for another series of attacks on the beach and boat crowd at Amity, in spite of warnings by Police Chief Brody (Roy Scheider). 'Variety' called this 'a worthy successor in horror, suspense and terror' to the original.
Jaws 3;1983;PG;98 min;['Movies'];December 1, 2019;3.9/10;A massive man-eating Great White shark wreaks bloody havoc at a Florida theme park in this action-packed sequel that was originally shown in 3-D. Dennis Quaid heads up the cast as engineer Mike Brody – Chief Brody's son from the first two 'Jaws' films – who teams up with his marine biologist girlfriend (Bess Armstrong) to stop the vengeful fish.
Jaws the Revenge;1987;PG-13;90 min;['Movies'];December 1, 2019;2.8/10;The Great White shark is back – and he's hungrier than ever! When young Sean Brody is killed on Amity Island, the Brody family heads for the Bahamas, where the warm waters are supposedly shark-free. But are they? Michael Caine plays a scruffy pilot who courts the mother, Ellen Brody (Lorraine Gary), in this fourth sequel to the popular 'Jaws' films.
Jersey Girl;2004;PG-13;102 min;['Movies'];December 1, 2019;;Seven years after the tragic loss of his wife during childbirth, a once-powerful media publicist finds himself raising his daughter alone while working as a civil servant. Ben Affleck stars as the young man who finds himself caught between his current existence and the old life he misses. Liv Tyler co-stars as the young woman who changes his life.
Jetsons The Movie;1990;G;82 min;['Movies'];December 1, 2019;5.6/10;George Jetson and his futuristic family – wife Jane, daughter Judy, son Elroy – are back with everyone's favorite space mutt Astro. In this feature-length animated adventure, George uses diplomacy in his effort to solve an interplanetary crisis involving teddy-bear-like alien saboteurs and his hot-headed boss, Mr. Spacely.
Justin Bieber's Believe;2013;PG;92 min;['Movies'];December 1, 2019;1.7/10;"Experience Justin Bieber like never before in this engaging film that follows the musical phenomenon on his “Believe” tour. A sequel to “Never Say Never,” this film goes behind the scenes with Bieber and features never-before-seen concert footage, interviews and more. Directed by Jon M. Chu; written by Sarah Landman."
Masquerade (1988);1988;R;91 min;['Movies'];December 1, 2019;5.9/10;"Is skipper-for-hire Rob Lowe just a handsome boat bum looking for love – or a dangerous, calculating gigolo? Smitten heiress Meg Tilly is too naive to suspect the worst, but their steamy affair slowly draws her into a web of deceit, betrayal and doom. Also with Kim Cattrall and Doug Savant. Directed by Bob Swaim; written by Dick Wolf."
Midnight Run;1988;R;126 min;['Movies'];December 1, 2019;7.6/10;One's a tough, ex-cop bounty hunter, the other's a nerdy accountant on the lam. What could they do but team up? In one of the 'most entertaining...road pictures ever' ('Variety'), streetsmart Robert De Niro is trying to get embezzler Charles Grodin from New York to California. But mobsters, the FBI and a rival tracker are out to stop him in this action comedy.
Monkeybone;2001;PG-13;93 min;['Movies'];December 1, 2019;4.5/10;Brendan Fraser plays a cartoonist who can't control his monkey creation in this live-action/animated comedy. Monkeybone is the wild-and-crazy simian character that has sent Fraser's career into orbit, but when an accident leaves the artist in a coma, he is plunged into Downtown – a world where Monkeybone exists, along with dozens of other strange creatures.
Mr. Popper's Penguins;2011;PG;94 min;['Comedy', 'Kids & Family'];December 1, 2019;6.1/10;A successful businessman gets a lesson in fatherhood from some rambunctious penguins in this comedy. Jim Carrey is the high-powered real-estate developer who seemingly has it all. What he doesn't have is time for his family. But that all changes after he inherits six penguins from his explorer father, and turns his posh Manhattan apartment into an arctic playground.
Mr. Wonderful;1993;PG-13;99 min;['Movies'];December 1, 2019;5.7/10;In this lighthearted romantic comedy, a blue-collar worker with alimony problems hits on the perfect solution: find his ex a new husband so he'll be free and clear. But finding her a new 'Mr. Wonderful' turns out to be harder than he thought – especially when he discovers he's still in love with her himself! Matt Dillon and Annabella Sciorra star.
Say It Isn't So;2001;R;96 min;['Movies'];December 1, 2019;4.8/10;For incompetent hairdresser Jo and her unlucky customer Gilly, it's love at first cut...until it turns out they may be related! The adopted Gilly may be the long-lost son of Jo's venal white-trash mother (Sally Field)...or is he? In his quest to legitimize a more than brotherly love for Jo, Gilly heads to Beaver, Oregon, and encounters a pack of screwballs along the way.
Shazam!;2019;PG-13;132 min;['Movies'];December 1, 2019;6.9/10;He can summon awesome forces at the utterance of a single word: “Shazam”! Billy Batson is an abandoned teen who is chosen to be a superhero. All he has to say is “Shazam” and he is transformed from teenage string bean into muscle-bound hero. Testing out his newfound powers proves to be great fun…until a powerful villain enters the picture intent on destroying him.
She's the Man;2006;PG-13;105 min;['Movies'];December 1, 2019;6.4/10;Teen star Amanda Bynes turns Shakespeare's 'Twelfth Night' on its ear in this 'spunky' ('Variety') variation on the gender-bending comedy. Soccer star Viola Hastings (Bynes) is lost when her prep school eliminates its girls' team. But when her twin brother sneaks off to London with his band, Viola transforms herself into a boy and takes his place on his school's boys' squad!
Teen Witch;1989;PG-13;94 min;['Movies'];December 1, 2019;6.1/10;A class frump uses her newfound magical powers to cast a spell over her entire school in this bewitching teen comedy. A week before her Sweet Sixteen, Louise goes to a fortune-teller and discovers she's descended from the Salem witches. Soon she's conjuring up all sorts of real-life fantasies...including a romance with the school hunk!
The American;2010;R;105 min;['Movies'];December 1, 2019;6.1/10;'Four stars...gripping' (Roger Ebert). George Clooney stars in this thriller about an assassin trying to tackle one last job. Holed up in an Italian village, the ever-cautious Jack (Clooney) sets to work crafting a weapon for another killer. But when he lets his guard down with a local priest and a prostitute, he opens himself up to the mysterious killers who want him on ice.
The Beautician and the Beast;1997;PG;107 min;['Movies'];December 1, 2019;5.2/10;As a beauty culture graduate from Queens, wacky Fran Drescher comes to the tiny nation of Slovetzia to tutor the president's kids – and ends up teaching his excellency a thing or two about life – and hairspray. By the time she's through, it's the beginning of love and the end of split ends in Eastern Europe in this endearingly campy comic romp.
The Diving Bell and the Butterfly;2007;PG-13;112 min;['Movies'];December 1, 2019;8.0/10;"From acclaimed director Julian Schnabel comes this ""profoundly moving and dreamily beautiful"" (St. Louis Post-Dispatch) drama that details the life of journalist Jean-Dominique Bauby after a devastating stroke left him totally paralyzed and able to communicate only by blinking his left eye. Nominated for four Academy Awards(R), including Best Director (Schnabel)."
The Dogs of War;1980;R;104 min;['Movies'];December 1, 2019;6.2/10;Christopher Walken stars in this action drama as a mercenary hired to engineer a coup d'etat in a volatile African country.
The Fountain;2006;PG-13;96 min;['Movies'];December 1, 2019;7.1/10;Hugh Jackman and Rachel Weisz each portray three different characters from three different times – a 16th-century search for the biblical 'Tree of Life,' a distant future in which a lone man travels through space in search of life's origins and a present-day tale that connects past and future through the story of a man's search for a cure to his wife's terminal illness.
The Gunman;2015;R;115 min;['Movies'];December 1, 2019;5.9/10;"Eight years after taking part in a successful assassination, a former mercenary finds himself the target of hit squads hired to ensure his silence. Sean Penn, Idris Elba, Ray Winstone, Mark Rylance and Javier Bardem star in this action-thriller. Directed by Pierre Morel; screenplay by Don MacPherson & Pete Travis & Sean Penn, based on the novel by Jean-Patrick Manchette."
The Marine;2006;PG-13;91 min;['Movies'];December 1, 2019;4.8/10;Wrestling star John Cena is a disgraced Marine who becomes a one-man army on a mission of revenge in this thriller. Rewarded for a heroic act in Iraq by being booted out of the military, John Triton is the last person you want to tick off. Enter a group of thugs who abduct Triton's wife to use her as leverage, launching the gung-ho Marine on a battle-filled chase to save her.
The Prime of Miss Jean Brodie;1969;PG;116 min;['Movies'];December 1, 2019;7.7/10;The 1969 Best Actress Oscar(R) went to Maggie Smith for her performance as an eccentric Scottish schoolteacher in this acclaimed drama. She plays Jean Brodie, whose extravagantly romantic ideas about life – and love – overly impress her young pupils and bring her into conflict with her school's conservative headmistress.
The Sugarland Express;1974;PG;110 min;['Movies'];December 1, 2019;6.8/10;Feisty Goldie Hawn and her fugitive husband kidnap a friendly cop and lead a madcap chase across Texas as they try to regain custody of their little boy in this entertaining 1974 film that marked the feature-film debut of Steven Spielberg. Ben Johnson, Michael Sacks and William Atherton co-star in this 'hilarious chase comedy' ('Variety').
Vital Signs;1990;R;103 min;['Movies'];December 1, 2019;5.2/10;Romance spells complications for competing med students in a big-city hospital. A 'strikingly well-done' (Variety) drama about the lives and loves of five young doctors-to-be. The great cast includes Adrian Pasdar, Diane Lane, William Devane, Norma Aleandro and Jimmy Smits.
Walking and Talking;1996;R;85 min;['Comedy', 'Romance'];December 1, 2019;6.8/10;"A close long-term friendship between two women turns sour when one of them decides to get married in this bittersweet slacker comedy which ""resonates with a knowing honesty that is as pointedly canny as it is flat-out funny"" (The Hollywood Reporter). With Catherine Keener, Anne Heche, Todd Field, Liev Schreiber and Kevin Corrigan. Written and directed by Nicole Holofcener."
Yes Virginia, There Is a Santa Claus;1991;TV-14;94 min;['Movies'];December 1, 2019;7.4/10;"The famed New York Sun editorial is the basis of this Yuletide tale starring Richard Thomas, Edward Asner and Charles Bronson. Directed by Charles Jarrott; written by Val De Crowl & Andrew J. Fenady."
The Operative;2019;TV-MA;117 min;['Movies'];November 30, 2019;5.9/10;Diane Kruger gives a compelling performance in this espionage thriller about a Western woman who goes undercover for the Mossad in Tehran but gets in too deep and falls in love with her target. Co-starring Martin Freeman and Cas Anvar. Written and directed by Yuval Adler, based on the novel ''The English Teacher'' by Yiftach Reicher Atir.
Lindsey Vonn: The Final Season;2019;TV-14;89 min;['Documentaries', 'Sports'];November 27, 2019;7.0/10;Universally recognized as the greatest female skier ever, Lindsey Vonn went on a remarkable journey that was defined by dramatic peaks and valleys in its final chapter. HBO Sports presents this documentary that follows Vonn as she attempts to break the record set by Sweden's Ingemar Stenmark for most World Cup wins, while also looking back on her transcendent career.
Lil Rel Howery: Live in Crenshaw;2019;TV-MA;64 min;['Comedy'];November 24, 2019;5.3/10;Comedian, actor, writer and producer Lil Rel Howery performs before a live audience at a high school in Los Angeles in this stand-up special. Known for his well-crafted storytelling and hilarious impressions, Howery draws on his personal experiences as he touches on returning to his hometown of Chicago for his uncle's funeral, and more.
Us;2019;R;116 min;['Movies'];November 24, 2019;6.7/10;A woman and her family are terrorized by home invaders with a terrifying connection to them in this hit horror film from Jordan Peele.
El Baile de la Gacela (Gazelle's Dance);2019;TV-14;91 min;['Movies'];November 23, 2019;;"A 72-year-old former soccer player frustrated that he never won a championship finds one last chance to redeem himself in a dance competition for older adults. Vicky Montero, Juan Patricio Arenas and Marco Antonio Calvo star. Directed by Ivan Porras Melendez; written by Ivan Porras Melendez and Enrigue Perez Him."
Ernie & Joe: Crisis Cops;2019;TV-MA;98 min;['Documentaries'];November 20, 2019;8.0/10;Texas police officers Ernie Stevens and Joe Smarro are putting compassionate policing practices into action. This documentary chronicles how these officers – both members of the San Antonio Police Department’s ten-person mental health unit – use an innovative approach to policing to diffuse dangerous situations and divert people from jail into mental health treatment.
Little;2019;PG-13;109 min;['Movies'];November 17, 2019;5.7/10;When a high-powered boss from hell wakes up one morning back in her 13-year-old body, she learns some valuable life lessons as she's forced to relive the painful moments of her adolescence that turned her into a bullying adult.
Papi Chulo;2019;R;99 min;['Movies'];November 16, 2019;6.3/10;An unlikely friendship develops between a lonely Los Angeles weatherman and an undocumented Latino laborer he hires to work on his house and keep him company. This offbeat dramedy stars Matt Bomer, Alejandro Patino, D'Arcy Carden with Ryan Guzman and Wendi McLendon-Covey. Written and directed by John Butler.
Sesame Street;1978;TV-Y;11 Seasons;['Series'];November 16, 2019;;For more than four decades, 'Sesame Street' has helped children grow smarter, stronger and kinder by providing preschoolers with the gold-standard in quality educational programming. Now, the iconic series comes to HBO with 30-minute episodes, new preschool-relevant themes, new opening and closing songs, an updated set, and new segments, characters, and more.
Very Ralph;2019;TV-14;108 min;['Documentaries'];November 13, 2019;7.1/10;Explore the life and career of American fashion icon Ralph Lauren in this fascinating portrait from Emmy(R)-winning director Susan Lacy. Through extensive and candid conversations, Lauren reflects on his pioneering vision, his five-decades-long marriage, and how a boy from the Bronx who knew nothing about designing fashion built a multi-billion-dollar global empire.
Santos Dumont;2019;TV-14;1 Season;['Drama', 'International', 'Latino'];November 12, 2019;;This six-episode mini-series follows the life of Alberto Santos-Dumont, the man considered to be the father of aviation. Moved by his desire to fly, Santos-Dumont became a pioneer of air travel who helped shape the modern world, until being undone by the torment he suffered at the military's use of his innovations.
Sesame Street's 50th Anniversary Celebration;2019;TV-Y;49 min;['Movies'];November 10, 2019;;"Joseph Gordon-Levitt hosts this star-studded special that offers a sweeping look at fifty years on the Street. The special reimagines classic segments and songs like ""People in Your Neighborhood"" and ""It's Not Easy Being Green"" as the Sesame Street gang gets ready for a big celebration. Guests include: Whoopi Goldberg, Patti LaBelle, Elvis Costello, Meghan Trainor, and more."
The Kid Who Would Be King;2019;PG;120 min;['Movies'];November 10, 2019;6.3/10;The legend of King Arthur gets a “modern, crowd-pleasing twist” (Common Sense Media) in this family-friendly adventure in which a young schoolboy comes across the mythical sword Excalibur. With help from his friends and the mischievous wizard Merlin, young Alex must undertake a dangerous quest to save humanity from a diabolical enchantress.
Pajaros de verano (Birds of Passage);2019;TV-MA;125 min;['Crime', 'Drama', 'International'];November 9, 2019;;Powerful Colombian crime epic chronicling the destruction of a native family who gets caught up in the drug trade in the 1970s.
The Apollo;2019;TV-MA;102 min;['Documentaries'];November 7, 2019;6.8/10;Oscar(R)- and Emmy(R)-winning filmmaker Roger Ross Williams chronicles the unique history and contemporary legacy of New York City’s landmark Apollo Theater in this documentary that weaves together clips from music, comedy and dance performances, interviews with artists including Smokey Robinson and others, and behind-the-scenes footage of the team that makes the Apollo run.
Daniel Sloss: X;2019;TV-MA;88 min;['Comedy'];November 3, 2019;8.3/10;Daniel Sloss comes to HBO in this special taped at Sydney, Australia’s Enmore Theatre. The Scottish comedian deftly skewers society’s gender constructs while mining his own personal experiences to reveal the humor inherent in today’s fraught masculinity, providing insights that are alternately humorous and profound – along with Sloss’ unexpurgated Scottish-level swearing.
Erik Rivera: Super White;2019;TV-MA;28 min;['Comedy', 'Latino'];November 2, 2019;;"Comedian-actor-writer Erik Rivera returns to HBO Latino for this stand-up special focused on the hilarious truths of parenting and married life...particularly when your spouse is not Latino! Recorded in front of a live audience, the show features Rivera's jokes on ""levels of whiteness,"" gross babies, the pleasure of Whole Foods, and more."
Lying and Stealing;2019;TV-14;100 min;['Movies'];November 2, 2019;5.6/10;"An art thief who steals from L.A.'s elite to pay off his father's gambling debts finds a kindred criminal spirit in an aspiring actress who has a knack for disguises. This jaunty caper film stars Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock, Jr. and Evan Handler. Directed by Matt Aselton; written by Matt Aselton and Adam Nagata."
Akeelah and the Bee;2006;PG;113 min;['Drama'];November 1, 2019;7.4/10;A bright, but unmotivated, 11-year-old girl from South Los Angeles is encouraged to compete in the National Spelling Bee competition, tutored by a stern English professor in this inspiring, feel-good story. Starring Laurence Fishburne, Angela Bassett, Keke Palmer, Curtis Armstrong. Written and directed by Doug Atchison.
Another Earth;2011;PG-13;92 min;['Movies'];November 1, 2019;6.8/10;As news breaks that a new planet has been discovered – an exact replica of Earth – a co-ed is involved in a tragic car crash with a music professor. William Mapother and Brit Marling star in this 'cosmic yet intimate' ('Variety') film that follows the relationship that develops between the pair – though he is unaware of her connection to him – as contact with 'Earth 2' is made.
Bad Influence;1990;R;100 min;['Movies'];November 1, 2019;6.0/10;When you dance with the devil, sooner or later you have to pay the band. James Spader is a straight-arrow corporate climber who drifts into decadent thrills in this thriller. Lured by the tune of mysterious new pal Rob Lowe, Spader trashes his upscale fiancee, hits the kinky L.A. club scene and lashes out at his office rival...until the kicks turn to danger and murder.
